0,Run,Distance,Length,Counts,Edep,CerCount
117,117,71.40561247371599,120.06893398154446,0,41.24694,0
118,118,74.9747707655266,120.00722570325611,2,41.535920000000004,7
119,119,18.59120820332201,120.04045802616875,8,39.19271,70
120,120,57.662589004277606,120.04574435370075,22,40.359359999999995,61
121,121,41.11549109012788,120.00781020573044,1,40.18088,24
122,122,80.33263153934986,120.01859544276844,0,40.0627,8
123,123,73.41346292920628,120.01233622852608,1,40.63316,6
124,124,68.00498525123702,120.03502527541839,3,39.528079999999996,8
125,125,33.73722428088456,120.03314225795953,1,40.37425,76
126,126,55.47214898232512,120.04259996667014,7,40.34168,78
127,127,72.51417499471184,120.0123794240279,3,42.418009999999995,7
128,128,60.00024822839142,120.00735446313575,0,37.92633,0
129,129,50.974391745615215,120.03281268441516,10,41.454409999999996,67
130,130,61.339879751223634,120.03332656218706,5,40.68619,64
131,131,27.743179399095315,120.02333465209125,1,40.232,54
132,132,75.17505763361022,120.0038267692076,2,41.65275,4
133,133,11.59441464568302,120.09097906021324,2,41.82843,62
134,134,96.07425005997267,120.01695478191039,4,40.52843,45
135,135,58.88325285159285,120.03308366369467,29,41.372690000000006,78
136,136,60.00156279733294,120.00539059542936,1,42.45021,8
137,137,75.68127308301062,120.00501896614523,2,41.87359,5
138,138,71.49714657695964,120.00441135407407,2,40.13883,8
139,139,60.79985784669841,120.00546724479904,1,41.750640000000004,5
140,140,101.94810789896418,120.01786051713555,1,41.504059999999996,1
141,141,75.13701823388911,120.03822634156512,0,38.94697,5
142,142,61.63899572307853,120.08881111728218,1,40.51171,4
143,143,17.768851811133104,120.03297890213231,1,39.95519,74
144,144,60.610118762185415,120.00870428663659,2,41.13538,4
145,145,112.0023014120971,120.00242050203805,1,41.7351,6
146,146,14.03362054363623,120.00720404764759,22,43.130109999999995,203
147,147,8.995638736627289,120.0354457770128,6,41.38617,86
148,148,70.81730300627387,120.00217249319108,2,39.47579,6
149,149,101.91213618680293,120.08145536443678,1,27.279970000000002,3
150,150,77.36448023944293,120.02332810146314,3,41.01918,7
151,151,38.748410672789646,120.0246207704804,0,43.11268,60
152,152,48.431775938941726,120.00784172892824,1,42.26442,51
153,153,12.686752211209878,120.00817639019547,17,41.950759999999995,121
154,154,60.306694890644,120.01907454822323,2,40.659009999999995,6
155,155,89.67381871591733,120.02019899845901,3,39.31519,10
156,156,72.57984640030497,120.01325891248746,0,40.45948,2
157,157,14.187154885158154,120.04612855862997,4,40.09129,56
158,158,60.004408806403326,120.03773339417509,2,41.602959999999996,7
159,159,62.49875885006676,120.00461389672034,2,41.13629,8
160,160,23.163833466430077,120.00681721324327,0,40.62001,59
161,161,87.26633529077955,120.00471388228357,2,39.99588,9
162,162,66.68550577365993,120.01107378536554,1,38.94383,3
163,163,47.38745105840461,120.0634197138506,6,41.10702,69
164,164,16.80596070801107,120.02354643616452,8,42.57387,166
165,165,60.00077644891975,120.00298495782147,1,41.472559999999994,5
166,166,24.26229224208782,120.00542627745772,1,41.93184,195
167,167,17.5382606264103,120.01861985898063,4,43.51576,55
168,168,102.40603369427683,120.02391171758006,0,41.79208,2
169,169,31.76044004397719,120.02011779519603,5,41.80194,78
170,170,20.869879159944233,120.01413303044077,12,38.976440000000004,122
171,171,45.8349314485447,120.0253265095708,2,41.04365,50
172,172,34.236453160082036,120.01931660683297,3,41.695479999999996,74
173,173,41.76939198425951,120.03473157081652,5,41.36285,126
174,174,23.33956407103298,120.10558102385403,3,40.56711,79
175,175,99.87698185422317,120.02386667224674,3,39.268640000000005,8
176,176,12.119728698590711,120.01394000748886,1,39.95908,21
177,177,74.0498289149885,120.02838400609005,1,40.104620000000004,5
178,178,18.26601644176103,120.02786415395242,33,41.9922,201
179,179,81.80860299557662,120.03598427241981,1,40.9304,8
180,180,52.02970700377388,120.086582195098,13,41.29185,57
181,181,100.18844373219886,120.03258063688122,2,39.20561,8
182,182,18.25841134694607,120.02652767279594,3,40.57051,71
183,183,64.78623297627698,120.00476480061347,2,39.777570000000004,6
184,184,75.14544372398701,120.05101756200551,1,38.83504,7
185,185,92.80191481410945,120.00779602077291,2,42.559,6
186,186,80.91100114773674,120.02693730276619,2,39.740559999999995,3
187,187,55.43075257495085,120.01597520620402,19,39.623020000000004,60
188,188,12.189856802536951,120.02302590929182,3,41.439890000000005,37
189,189,31.8634579675473,120.00849065153355,1,41.72651,69
190,190,60.023059934024936,120.0894122227376,2,38.78564,6
191,191,104.62489850471374,120.00499454688308,2,39.824,9
192,192,21.26100213191436,120.00445580316315,8,42.08251,142
193,193,91.78678779202717,120.02121896720669,0,41.54868,4
194,194,19.165587840014073,120.01407974553557,6,41.74313,58
195,195,61.512508993767085,120.01405613598033,3,40.70035,5
196,196,92.42405948903259,120.03727611383067,1,39.3705,5
197,197,69.00885437588109,120.00444751239687,1,39.45082,6
198,198,63.33805724413794,120.00872790025161,0,40.67249,4
199,199,39.46014753435578,120.05155616961935,5,42.23796,67
200,200,60.00058144506334,120.0024662849923,0,41.153420000000004,2
201,201,10.470507309846429,120.06116342243783,5,40.5283,53
202,202,20.214332681893755,120.01780580133271,4,42.942240000000005,149
203,203,63.31837539953578,120.00127600067212,1,41.44102,5
204,204,35.68078547304566,120.00983905445403,1,42.565940000000005,65
205,205,67.28445821709381,120.00955155087601,0,40.85226,4
206,206,69.45536114198973,120.05718998922649,2,39.99205,6
207,207,71.2475790747952,120.00629909333038,5,41.7323,12
208,208,69.4208674874528,120.24394887437712,1,40.58183,5
209,209,27.742998518874995,120.00081503597598,2,42.92245,61
210,210,60.00438234332323,120.02259644928961,3,43.75822,6
211,211,81.34543542166703,120.00971292700802,0,40.786190000000005,10
212,212,76.69379322970931,120.0322337313263,1,41.129870000000004,4
213,213,84.60142831102338,120.01199344000769,3,38.948440000000005,7
214,214,79.21927586714587,120.03230113091425,1,40.5294,4
215,215,35.87356780152827,120.01074959036424,4,41.92034,129
216,216,102.48117019519346,120.05606904159075,1,40.38172,5
217,217,32.10999649040468,120.00772808737383,0,40.87907,52
218,218,87.65732727049695,120.03500773488084,1,39.78548,5
219,219,84.6457501173394,120.00460594877639,1,43.184470000000005,4
220,220,88.04889779947888,120.13836326191206,5,42.13178,118
221,221,63.95587321752133,120.01206468434489,2,40.40818,81
222,222,20.790851481945175,120.04162741142409,29,41.74147,83
223,223,80.70697003484828,120.00065780528735,1,38.8659,9
224,224,54.90555804653035,120.02109033032195,14,40.87043,93
225,225,76.39023601332903,120.00633921291515,3,42.25561,12
226,226,96.86199888874289,120.02734361872989,0,41.11895,5
227,227,5.029872909923721,120.07742002066011,5,46.43199,114
228,228,102.1619214939465,120.0019778236053,0,41.76089,3
229,229,80.2200954312507,120.0037961520573,1,41.271809999999995,3
230,230,28.177260271800442,120.02443902678105,0,40.62061,42
231,231,68.03436040334822,120.0007947901415,2,40.6295,10
232,232,1.3635396636929542,120.00678035589618,0,40.392990000000005,33
233,233,51.82289854743783,120.01287544970951,8,40.91997,116
234,234,73.48830376250497,120.03015187610401,2,41.217729999999996,6
235,235,66.77845090535676,120.0272486125231,7,43.72274,95
236,236,9.092058288362034,120.00683761069422,13,41.42362,119
237,237,26.835004147440074,120.00526157797638,2,42.22225,54
238,238,16.055950632449854,120.00270905442571,7,41.20357,61
239,239,9.422706727207434,120.01324732238304,5,40.88892,62
240,240,101.73520207377678,120.00757305759807,1,40.408229999999996,6
241,241,1.3591623955894017,120.01043439749182,4,41.8459,102
242,242,10.949675132903042,120.02878028952831,2,41.87855,60
243,243,85.28449018345304,120.01825007470607,1,39.3185,6
244,244,43.14770605369328,120.01816125765379,3,40.01443,45
245,245,56.020493493569155,120.18534816637045,6,39.830459999999995,40
246,246,16.845185904287476,120.02607306654923,12,40.9259,90
247,247,79.18617676274894,120.02233722280424,3,41.56893,9
248,248,71.33542396723159,120.0883873468606,0,41.81111,4
249,249,24.863782930744396,120.0164337948344,9,40.91237,103
250,250,25.165368192711654,120.01282393068932,3,40.83478,95
251,251,77.4074851079912,120.01210802153425,0,39.45791,1
252,252,14.576139670548814,120.05621922303433,6,43.1392,89
253,253,114.52386237331515,120.03971304543201,1,40.10872,2
254,254,69.32539093976267,120.00729696941882,3,42.34666,5
255,255,46.79332987169359,120.03991182315015,6,40.85885,58
256,256,79.26534323660368,120.0626378539468,0,41.73556,0
257,257,67.16729409682749,120.00483338521904,1,40.46306,4
258,258,68.42583177740823,120.07105056174302,1,40.01624,5
259,259,60.00088534430126,120.00898096558527,1,41.0365,4
260,260,60.001645462100015,120.00933814293029,4,41.51862,54
261,261,10.3374092218626,120.0887434151783,4,44.90565,113
262,262,64.5115677554713,120.02487187636996,0,40.018,4
263,263,115.14641857373432,120.01453726150645,1,42.5924,3
264,264,92.35845148726922,120.01833325347738,1,40.661970000000004,4
265,265,63.470366483346446,120.02552507917169,2,41.614309999999996,5
266,266,91.2962662612114,120.0497252898086,1,41.78228,3
267,267,35.741743951366395,120.12790791004811,5,39.35185,70
268,268,57.077200780001846,120.05010823830884,19,39.3414,51
269,269,15.939868930681575,120.02569528019552,6,42.6334,71
270,270,33.528096176123256,120.02034864002412,1,39.03583,103
271,271,10.299535760174521,120.01471570949332,13,40.35018,92
272,272,60.758460066291015,120.04305455313524,1,41.70053,5
273,273,65.39964871278318,120.05266486650011,0,39.39647,4
274,274,30.50219668270231,120.00456310242606,6,42.15105,144
275,275,85.04765500720046,120.04402670284748,2,41.0672,5
276,276,52.004509848531306,120.01911487729768,14,41.92362,95
277,277,21.260355065475622,120.04675806971761,4,41.48957,68
278,278,109.75724326645117,120.0106344747153,2,40.34138,8
279,279,65.40302904917496,120.02313420468846,0,40.06085,6
280,280,75.28419361465463,120.0137907516572,1,41.5214,6
281,281,18.13359598304897,120.00672756609967,7,42.76872,121
282,282,37.68277037264454,120.02269283541213,0,41.156220000000005,50
283,283,66.27896013024572,120.06129249469106,1,39.96291,4
284,284,9.332810796141699,120.00259936938404,3,41.06368,80
285,285,78.43283057376829,120.02008553405022,3,40.0565,6
286,286,86.15083643352442,120.03343924251621,2,40.463,7
287,287,69.84777996381283,120.0318080318112,2,40.28924,3
288,288,63.54153725394385,120.06013795506256,2,40.00971,6
289,289,13.135826790722302,120.00315662100078,5,41.108979999999995,129
290,290,64.68962954884046,120.00823547806026,3,40.46007,8
291,291,80.40527028778574,120.02616773798357,1,40.58231,7
292,292,91.7067751234493,120.05001139254749,2,39.76038,7
293,293,21.436333157926956,120.03719285308875,6,41.571690000000004,105
294,294,89.47815141537819,120.01054850966489,0,39.64847,2
295,295,105.51138322593398,120.01492975870067,0,40.80622,4
296,296,100.979487828614,120.01932719681251,3,43.438340000000004,9
297,297,60.00062954934228,120.02787439646252,0,41.09645,2
298,298,20.625622784710917,120.00750239685533,1,41.28492,29
299,299,99.12729512828288,120.05986666464426,1,39.337990000000005,5
300,300,32.21149951704022,120.05689811186379,0,39.79064,10
301,301,93.33743902452134,120.03122648105345,3,43.73766,66
302,302,19.568956172303857,120.02291842375249,1,41.62808,77
303,303,94.67603252925325,120.00593572682793,1,40.14845,3
304,304,12.172603417972454,120.01399745522005,19,42.55838,195
305,305,73.22773809571963,120.00519050716096,0,39.27303,3
306,306,60.00166006522125,120.00685404054016,2,39.791920000000005,5
307,307,10.415574476348679,120.03303821340378,6,41.2465,114
308,308,66.69897799537587,120.01627480808344,1,41.3876,4
309,309,19.89274721382369,120.00481319642893,3,39.85114,108
310,310,38.87575677463785,120.0079264205595,4,42.44127,103
311,311,82.84062156583715,120.01715003335953,5,40.09731,93
312,312,60.642920066127964,120.01735944916993,4,39.729009999999995,7
313,313,14.155704237236574,120.00162625346306,9,41.566790000000005,181
314,314,75.81537591592867,120.01060495331964,0,41.27039,66
315,315,65.78743623101371,120.00893588241847,1,39.65504,5
316,316,27.763907243002667,120.00573628905144,4,41.80697,90
317,317,60.008514432892206,120.02126134272133,0,41.87977,4
318,318,19.200386844096254,120.02950580790468,5,41.493840000000006,131
319,319,20.411863047455988,120.10993220885837,3,39.643879999999996,69
320,320,44.85172868446999,120.0107098895927,7,40.934259999999995,90
321,321,35.20881953470114,120.05202450675417,0,44.21243,80
322,322,60.00242992990859,120.04399486271896,0,40.4554,3
323,323,77.39989464529859,120.0071896635475,0,39.97606,3
324,324,84.57324266204823,120.01094920716513,7,41.08818,87
325,325,23.240111932966038,120.04293512058346,3,40.06852,52
326,326,28.664593529881646,120.01971056025504,2,41.43393,56
327,327,109.3976565772925,120.0451360385878,2,39.15531,7
328,328,73.9529309800378,120.03349646945527,2,41.757870000000004,4
329,329,75.60194509538033,120.03655501093874,4,40.37621,9
330,330,45.437441775556906,120.00131179027338,7,42.17008,116
331,331,29.534322981146232,120.03132536924937,1,41.780640000000005,68
332,332,41.77629828213903,120.01607077946888,0,43.284279999999995,54
333,333,72.44642091848358,120.03343228637844,2,41.49643,7
334,334,42.580390890945054,120.01992288846786,1,39.61916,72
335,335,38.43261255658841,120.00492380166347,9,41.57946,130
336,336,17.998026651901995,120.07754512328435,6,40.2296,63
337,337,48.966705545197904,120.00943746723782,6,43.28371,51
338,338,60.00245917167204,120.09623484543943,3,39.62407,8
339,339,80.1954776321593,120.06243239596199,1,40.45035,4
340,340,18.090924782506317,120.02143498005759,4,43.851290000000006,69
341,341,33.74993534342214,120.06401802897096,0,42.23516,59
342,342,102.54579603551953,120.0218312865308,1,43.02237,6
343,343,16.329314678702673,120.03044298599234,15,45.08955,211
344,344,84.99322176437924,120.0324940025823,1,40.57795,5
345,345,63.34992953536074,120.06194194095997,0,42.117540000000005,47
346,346,66.71909097315992,120.0143079323179,2,41.76708,11
347,347,7.501957218200958,120.03167492428587,10,41.1569,163
348,348,13.488339255678582,120.04012714325779,2,39.93273,124
349,349,119.61637425004432,120.02374715528173,2,39.38815,10
350,350,105.6637086907279,120.01844364617713,1,38.65692,6
351,351,86.0579763316996,120.02050384300813,2,39.26652,7
352,352,10.570182127113322,120.02508124592836,2,41.01858,64
353,353,72.38068768497122,120.00332524112879,1,41.24688,2
354,354,36.265409816742725,120.07611811564345,3,42.2946,144
355,355,78.04472998953372,120.00179735174183,1,41.2071,8
356,356,37.06295158034468,120.08004960109187,8,41.48114,105
357,357,26.824068460555097,120.0231831546333,2,39.808409999999995,65
358,358,70.58512129321882,120.01197939814648,2,41.50739,8
359,359,75.8064410345997,120.0188664765839,2,41.529140000000005,7
360,360,56.32066768112308,120.02696856855317,8,40.82628,76
361,361,9.790142406697573,120.01287135494374,4,41.55495,104
362,362,95.77151054554747,120.01483579489187,3,41.96332,11
363,363,14.462117976945045,120.01316736716944,2,40.79801,54
364,364,15.22796068902561,120.02046904420479,1,40.53542,43
365,365,76.28426147144413,120.0572932466106,1,41.494,4
366,366,23.860480404503544,120.00469026705069,6,42.230579999999996,74
367,367,78.54371813144846,120.00934545112224,3,41.97708,6
368,368,60.000703891112614,120.0683474069172,3,40.90576,11
369,369,104.79487383667156,120.00247932432367,3,40.80879,8
370,370,12.669477562565678,120.01138809390379,3,41.407140000000005,99
371,371,75.95653290094593,120.00905157886714,1,40.8127,4
372,372,69.84598916288145,120.01194787568353,0,40.337579999999996,3
373,373,65.97445218495734,120.01107429566218,3,42.84874,6
374,374,66.8765707458319,120.00169654433819,0,40.66493,1
375,375,60.00402404097995,120.0071929356169,1,41.3867,5
376,376,60.000587752230395,120.01454085511347,2,39.369040000000005,7
377,377,115.41225768044534,120.0146332290852,1,39.18075,5
378,378,58.70138142331128,120.0051041654803,27,41.49027,56
379,379,25.45912655676661,120.0318448507106,1,42.10922,53
380,380,53.02509043622757,120.0535448251537,10,40.80689,79
381,381,61.200197150370144,120.00531880859253,0,40.2682,5
382,382,67.31753058950918,120.02566134149481,3,41.0067,7
383,383,44.238776313831785,120.01092254970939,4,40.2556,62
384,384,32.64412546677841,120.02729545628864,2,40.5475,61
385,385,63.02067903479382,120.01178314421297,0,40.28448,3
386,386,51.63027069593991,120.00258008095015,3,40.35863,68
387,387,10.03316608483516,120.04938187804633,10,43.60614,203
388,388,60.00195981305597,120.0497644358274,1,41.24649,3
389,389,36.91120512744036,120.05775857884866,4,40.53857,107
390,390,93.30755452626549,120.02140489461152,1,42.98924,6
391,391,64.96030004383016,120.04141846613852,0,40.830729999999996,10
392,392,27.756843167038824,120.1110759346292,12,41.61156,155
393,393,60.013220681240455,120.14434798310134,1,41.43744,3
394,394,42.35131961768282,120.0039058464236,0,41.30993,143
395,395,84.28923165975803,120.00089436283743,1,39.783809999999995,10
396,396,66.21418456150597,120.00560227849343,1,39.100390000000004,5
397,397,21.76496836116201,120.03860773042479,0,41.16431,58
398,398,25.896563206151345,120.006264975931,3,41.25745,63
399,399,60.00563971026918,120.0330849969512,2,41.20175,6
400,400,69.18876069329143,120.01707767225656,2,39.53335,4
401,401,10.673470481614805,120.00287415856525,17,42.9626,245
402,402,31.000124212465177,120.02505230398893,1,40.04927,90
403,403,15.69903756940407,120.00685618579814,0,41.61375,114
404,404,27.890243128250688,120.04413291922454,4,40.28164,69
405,405,75.56362351802328,120.02873160528978,0,41.26985,7
406,406,65.21292166726192,120.0302635011476,1,40.68195,59
407,407,107.01181994795922,120.04338884030767,2,40.69724,10
408,408,46.67117682442014,120.00654343519903,4,42.38272,76
409,409,19.872046526519323,120.01004117126627,4,40.95477,135
410,410,28.585479283905837,120.02103699678631,2,41.94579,93
411,411,12.04228317074395,120.02458699694618,14,39.901109999999996,92
412,412,26.875740314197717,120.00965056794831,4,42.80641,167
413,413,61.43881978336831,120.02203321399605,2,41.219879999999996,4
414,414,82.39115153824437,120.00725441650421,1,40.20753,4
415,415,94.29485031652268,120.0474362772176,2,40.61353,5
416,416,27.33558235504364,120.0352982826653,0,41.328990000000005,101
417,417,89.53405035439897,120.2106123674892,0,38.65337,9
418,418,71.57398758856995,120.0042408914208,1,40.17305,7
419,419,74.99934475148983,120.02121070908336,0,39.24942,8
420,420,7.670503203370798,120.12991171413626,14,42.94616,148
421,421,60.00093528040643,120.04279313864575,1,40.47544,6
422,422,83.64223473349912,120.00499023277779,0,42.47318,5
423,423,81.28867716589059,120.00452330599829,2,39.744209999999995,9
424,424,63.863290177721254,120.05547949084756,1,39.438359999999996,5
425,425,13.987120354353893,120.02470688055406,10,40.31333,72
426,426,60.00336227678528,120.01819888792852,0,40.06495,4
427,427,58.832370242188944,120.00630958770425,12,42.840270000000004,83
428,428,69.70282323980916,120.00365196720264,0,41.18115,5
429,429,112.35255725754071,120.35920549657662,2,38.778290000000005,11
430,430,11.973480189916875,120.00902744119348,60,41.81747,165
431,431,21.994181544860055,120.02094073963525,2,40.487790000000004,73
432,432,63.983201961710826,120.00309754794404,0,40.41302,5
433,433,81.4738304334192,120.00943086914694,2,40.56662,5
434,434,93.0359500291936,120.0106417163252,2,40.29025,9
435,435,60.00044568091543,120.00930392494857,0,43.22251,7
436,436,21.571556091363238,120.01600235795901,1,40.8507,44
437,437,79.1948332317852,120.02967726900792,2,39.64492,4
438,438,51.95621305511322,120.62037791086995,3,34.752,65
439,439,98.3854800963518,120.0465184928324,0,39.84688,12
440,440,115.55096178145764,120.01045711392172,2,39.256820000000005,10
441,441,109.41642832857954,120.05745734354292,0,41.432790000000004,0
442,442,12.33465344294223,120.08878069296168,1,43.88687,64
443,443,60.00114741067442,120.02329781977122,1,38.91179,6
444,444,86.08886119535657,120.02403686125368,1,40.44898,5
445,445,16.333482706013616,120.08557604156607,10,40.51384,121
446,446,10.693067879773025,120.00747110557353,2,41.7281,72
447,447,61.717304813736355,120.16067557386371,1,39.16447,5
448,448,75.57427335466618,120.41534456422536,2,27.527040000000003,5
449,449,106.37863988659916,120.02800091527162,1,41.579240000000006,3
450,450,62.07367873001328,120.013358211608,0,39.955090000000006,4
451,451,10.067375386508491,120.03924408954467,4,41.62366,58
452,452,24.752135770465053,120.01150243854767,3,43.43423,85
453,453,101.75534186288718,120.00292770893147,0,41.98158,7
454,454,11.920012549586794,120.01615660016799,13,41.68336,104
455,455,60.00047091650689,120.00543714618689,2,39.66209,12
456,456,36.56018204156682,120.00962722727739,1,40.68656,76
457,457,63.794025436848486,120.01362545881548,0,40.40215,2
458,458,82.98710254526887,120.00222001341375,3,40.73349,5
459,459,54.91981281920141,120.07426255224826,5,41.162620000000004,60
460,460,87.4528002764953,120.03742680464293,5,41.6384,61
461,461,54.79280083298736,120.09306189268268,16,34.87728,59
462,462,43.48718260911967,120.00838942511214,2,40.76276,62
463,463,72.26291425030672,120.06265512130312,0,39.887679999999996,3
464,464,89.02297506562859,120.00398359002853,1,41.56026,6
465,465,83.20693194419627,120.01435969484297,1,44.33939,74
466,466,64.23890474186888,120.02115843334155,2,40.40645,6
467,467,14.619448042035279,120.01306636846715,5,41.29618,66
468,468,72.80027915309853,120.02871202310845,1,39.094409999999996,5
469,469,89.22810377948593,120.0110250504363,0,39.79012,5
470,470,79.62015724105206,120.02822118656567,1,40.69727,5
