0,Run,Distance,Length,Counts
1,1,0.5537287327609066,0.8485764804892644,6
2,2,0.44712084440444905,0.8336615762122436,12
3,3,0.6099175186371827,0.6982956446901727,13
4,4,0.3824719184451075,0.7424208054666294,4
5,5,0.6204996988959782,0.8502100643050514,10
6,6,0.36126809887385974,1.0056076636496436,2
7,7,0.4620184403945299,0.9228506065057832,22
8,8,0.5479318851291289,0.8429411458624713,8
9,9,0.617743063757094,0.73631399136241,8
10,10,0.7613835522755206,0.8373170935778216,8
11,11,0.6158855202272976,0.8611930117675897,14
12,12,0.41777463430897754,0.8047129203760673,6
13,13,0.48470669064712096,0.910498582926838,8
14,14,0.589809649367226,1.0140040605122262,3
15,15,0.730823013419425,0.8518392549415449,9
16,16,0.5588026943538482,0.7203727119347915,4
17,17,0.5840137435789075,0.9779893854014766,3
18,18,0.36825988243046515,0.8099149470970374,10
19,19,0.7423110642042188,0.8746889804913434,5
20,20,0.6056296286817541,0.7219960876442799,11
21,21,0.6379886717872447,0.818363215047162,10
22,22,0.5366201549036808,0.7766307933185682,8
23,23,0.4326869881750548,0.8146141353385626,2
24,24,0.483228663098972,0.7030414234981477,6
25,25,0.6511779970020252,0.8844316702583822,7
26,26,0.6845267584382819,0.7766821303075903,14
27,27,0.5920738443440302,0.6355809819268383,8
28,28,0.49221571990845664,0.7532389575804819,9
29,29,0.6587390202113425,0.7240387898045295,10
30,30,0.6022238995531467,0.7115156206707316,9
31,31,0.5169216155279256,0.6257239472263633,1
32,32,0.6055178512219519,0.9323811791080705,3
33,33,2.987239471158782,153.32159885467647,6
34,34,0.6123479761769015,0.9184599919734902,7
35,35,0.5986075318520763,0.6463297518291523,13
36,36,0.6553808550523568,0.7883208875283638,9
37,37,0.7089855701564045,0.9316964457376471,7
38,38,0.4572172194099878,0.5882346544008432,10
39,39,0.43655004484366994,0.9317267833020437,7
40,40,0.5281317277409626,0.7775945544923186,11
41,41,0.7119426961970471,0.8563729448139442,11
42,42,0.5199419937674973,0.5439852343032623,15
43,43,0.518703905609811,0.7911264101249496,6
44,44,0.5756098266777585,0.7475820283438359,3
45,45,0.44992626495417,0.6687337281546752,3
46,46,0.7152874492840287,179.2990681414619,6
47,47,0.7070723343123256,0.8668526810561372,11
48,48,0.6555173032785344,0.8356144763650304,12
49,49,0.6093814416831628,0.9150938828730223,8
50,50,2.7132314259144588,268.7676009846364,11
51,51,2.1575544603404335,138.4251269184567,10
52,52,0.8217720228718556,0.9133432951019,10
53,53,0.7462950161701268,0.9249286272063636,4
54,54,0.4955604461044591,0.7014805821137218,11
